,LapTimeZScore,IsPitLap,Compound,TyreLife,FreshTyre,LapNumber,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,CompoundNumeric
0,-0.18232046739413968,False,C3,1,True,1,28.9,52,991.7,False,34.6,111,2.0,3
1,-0.14245431135272965,False,C3,2,True,2,28.9,51,991.5,False,34.6,149,4.1,3
2,-0.12020605996418005,False,C3,3,True,3,28.9,50,991.5,False,34.7,105,4.5,3
3,-0.04250658303361166,False,C3,4,True,4,29.0,50,991.4,False,34.8,108,4.0,3
4,-0.009868285311323435,False,C3,5,True,5,29.1,50,991.5,False,34.7,112,6.4,3
5,-0.014837437905721491,False,C3,6,True,6,28.9,50,991.2,False,34.7,110,6.6,3
6,-0.07266030445870246,False,C3,7,True,7,28.8,51,991.4,False,35.1,104,6.0,3
7,-0.014385696760775776,False,C3,8,True,8,28.9,50,991.5,False,35.2,113,5.3,3
8,-0.06159264640754447,False,C3,9,True,9,29.0,50,991.4,False,35.3,112,7.5,3
9,-0.05255782350864139,False,C3,10,True,10,29.1,51,991.2,False,35.6,99,7.0,3
10,-0.042280712461139604,False,C3,11,True,11,29.2,51,991.4,False,35.8,104,6.0,3
11,0.006055590047992574,False,C3,12,True,12,29.2,50,991.2,False,36.0,112,3.2,3
12,-0.031890666127400984,True,C3,13,True,13,29.3,48,991.4,False,36.4,124,5.3,3
13,2.163232492447384,False,C2,1,True,14,29.5,49,991.0,False,36.4,103,7.0,2
14,-0.060237422972708926,False,C2,2,True,15,29.5,50,991.0,False,36.2,94,6.8,2
15,-0.1188508365293445,False,C2,3,True,16,29.6,50,991.2,False,36.2,121,5.5,2
16,-0.05357424108476805,False,C2,4,True,17,29.4,49,991.0,False,35.6,101,5.6,2
17,1.8930912877701769,False,C2,5,True,18,29.4,49,991.0,False,35.6,92,4.9,2
18,2.1697827390490896,False,C2,9,True,22,29.9,47,990.7,False,36.3,109,4.5,2
19,-0.1783677323758699,False,C2,13,True,26,29.8,49,990.5,False,35.9,114,5.4,2
20,-0.16402495102386147,False,C2,14,True,27,29.7,50,990.4,False,35.3,108,6.0,2
21,-0.16029808657806374,False,C2,15,True,28,29.6,49,990.5,False,35.9,111,5.8,2
22,-0.21597518269255456,False,C2,16,True,29,29.8,49,990.5,False,35.8,112,5.3,2
23,-0.20027717790571062,False,C2,17,True,30,29.8,48,990.4,False,36.4,113,5.5,2
24,-0.17464086793007216,False,C2,18,True,31,29.8,48,990.2,False,35.7,109,5.1,2
25,-0.18288514382532223,False,C2,19,True,32,29.9,49,990.2,False,35.7,116,6.3,2
26,-0.13963092919682174,False,C2,20,True,33,29.6,48,990.4,False,35.6,119,6.1,2
27,-0.19372693130400495,False,C2,21,True,34,29.7,48,990.2,False,36.7,116,6.9,2
28,-0.18841897285089962,True,C2,22,True,35,29.4,48,990.2,False,36.8,101,6.6,2
29,2.795670095370614,False,C3,1,True,36,29.5,49,990.2,False,36.5,115,7.3,3
30,-0.3858298531919366,False,C3,2,True,37,29.5,49,990.2,False,36.0,105,5.3,3
31,-0.3101632114136215,False,C3,3,True,38,29.3,49,990.2,False,35.8,107,5.8,3
32,-0.2959333653478483,False,C3,4,True,39,29.4,50,990.2,False,35.7,108,5.6,3
33,-0.3217955458959588,False,C3,5,True,40,29.6,49,990.0,False,36.6,150,7.0,3
34,-0.3252965397692845,False,C3,6,True,41,30.1,47,990.2,False,37.1,115,5.1,3
35,-0.3328632039471152,False,C3,7,True,42,30.4,46,990.2,False,37.5,108,4.6,3
36,-0.3592900609264083,False,C3,8,True,43,30.6,45,989.9,False,37.3,108,6.0,3
37,-0.28768908945259986,False,C3,9,True,44,30.3,45,990.0,False,37.5,103,8.5,3
38,-0.3355736508167863,False,C3,10,True,45,30.3,46,990.0,False,37.5,99,8.6,3
